timestamp,aggr_p,aggr_s,aggr_q,aircon_p,aircon_s,aircon_q,hdryer_p,hdryer_s,hdryer_q,wboiler_p,wboiler_s,wboiler_q,ecooker_p,ecooker_s,ecooker_q,dehumid_p,dehumid_s,dehumid_q,fridge_p,fridge_s,fridge_q,aheater_p,aheater_s,aheater_q,ciron_p,ciron_s,ciron_q,rcooker_p,rcooker_s,rcooker_q,tv_p,tv_s,tv_q,vhood_p,vhood_s,vhood_q,washer_p,washer_s,washer_q
1522540815,19.28,17.27,4.01,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.047346615,0.17938,0.174684615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540816,19.26,16.86,3.60,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.026196615,-0.23264,-0.243495385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540817,19.18,16.82,3.57,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.052163385,-0.2776,-0.271335385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540818,19.30,16.68,3.40,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.067186615,-0.40876,-0.435415385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540819,19.42,17.26,3.97,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.186556615,0.16879,0.130264615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540820,19.17,17.12,3.88,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.067603385,0.02862,0.045354615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540821,19.24,16.66,3.39,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.002086615,-0.43719,-0.448175385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540822,19.17,17.34,4.10,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.058843385,0.24539,0.264814615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540823,19.17,16.97,3.73,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.065563385,-0.11937,-0.106345385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540824,19.37,17.54,4.27,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.132296615,0.44904,0.431884615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540825,19.20,17.32,4.08,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.033953385,0.22553,0.239474615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540826,19.27,17.18,3.92,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.035966615,0.08178,0.077174615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540827,19.18,17.19,3.96,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.057133385,0.10049,0.116594615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540828,19.29,16.72,3.44,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.055656615,-0.37778,-0.400425385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540829,19.35,16.98,3.69,0,0,0,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.113496615,-0.11513,-0.144115385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540830,19.38,16.78,3.49,0.080949769,-0.097103077,-0.116464615,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.068496615,-0.21431,-0.235025385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540831,19.09,17.22,4.00,-0.231433231,-0.753353077,-0.720074615,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.089396615,0.88193,0.884254615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540832,19.00,17.27,4.07,-0.205822231,0.123296923,0.166025385,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.031073385,0.05264,0.062184615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540833,18.97,16.07,2.85,-0.105514231,-0.329693077,-0.313264615,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.154055385,-0.69241,-0.673585385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540834,24.38,22.24,7.12,0.190719769,-0.322623077,-0.377684615,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,4.953986615,5.47,3.663314615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540835,31.06,25.53,2.97,-0.136745231,-0.352743077,-0.330434615,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,11.96357662,8.7902,-0.538385385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540836,31.04,25.72,3.56,-0.018270231,-0.179403077,-0.178184615,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,11.82797662,8.8068,-0.096645385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540837,31.22,25.93,3.14,-0.040513231,0.064966923,0.076285385,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,12.02317662,8.7747,-0.777305385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540838,31.39,26.84,4.53,0.185579769,0.789796923,0.769345385,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,11.97477662,8.9523,-0.074615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540839,31.36,26.07,3.43,0.055479769,0.061146923,0.051855385,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,12.06757662,8.9145,-0.456965385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540840,20.63,19.25,5.66,0.241809769,0.976076923,0.947705385,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,1.153876615,1.17719,0.875614615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540841,19.29,17.04,3.77,0.043309769,-0.141883077,-0.153624615,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.013086615,0.08617,0.086844615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540842,19.37,17.07,3.78,-0.059550231,0.161516923,0.178515385,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,0.190876615,-0.18556,-0.237605385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522540843,464.16,997.36,877.48,444.9599998,980.1926769,873.5581554,0,0,0,0,0,0,0,0,0,19.23371361,17.09333016,3.839086667,-0.028943385,0.07352,0.083084615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
